,isbn10,authors
5405,1561633429,Stanislas Brézet
5406,1561706604,Billy Mills
5406,1561706604,Nicholas Sparks
5407,1561796778,Rick Hicks
5407,1561796778,Kathy Hicks
5408,1562549421,Alexandre Dumas
5409,1562802348,Ann O'Leary
5410,1562920588,John Mason
5411,1562924885,Kenneth H. Blanchard
5412,1562926160,Louisa May Alcott
5413,1563050757,R. F. Laird
5413,1563050757,Robert F. Laird
5414,1563054426,Sandra Boynton
5415,1563410907,Riki Anne Wilchins
5416,1563890283,Grant Morrison
5416,1563890283,Klaus Janson
5417,1563890356,Neil Gaiman
5417,1563890356,Kelley Jones
5418,1563890828,Neil Gaiman
5419,1563891891,Grant Morrison
5419,1563891891,Jon J. Muth
5420,1563892022,Garth Ennis
5420,1563892022,Steve Dillon
5421,156389226X,Neil Gaiman
5421,156389226X,Kelley Jones
5421,156389226X,Charles Vess
5422,1563892278,Neil Gaiman
5422,1563892278,Sam Kieth
5422,1563892278,Mike Dringenberg
5422,1563892278,Todd Klein
5422,1563892278,Danny Vozzo
5423,1563892464,Neil Gaiman
5424,1563893304,Mark Waid
5424,1563893304,Alex Ross
5424,1563893304,Todd Klein
5425,1563893339,Neil Gaiman
5425,1563893339,Chris Bachalo
5425,1563893339,Mark Buckingham
5425,1563893339,Mike Dringenberg
5426,156389369X,Grant Morrison
5427,1563895161,Michael Moorcock
5427,1563895161,Walter Simonson
5427,1563895161,Mark Reeve
5427,1563895161,John Ridgway
5428,1563895951,Howard V. Chaykin
5428,1563895951,David Tischman
5429,1563896001,Grant Morrison
5429,1563896001,Chris Weston
5429,1563896001,Ivan Reis
5429,1563896001,Ray Kryssing
5430,1563896230,Mark Waid
5430,1563896230,Humberto Ramos
5431,1563897024,Grant Morrison
5431,1563897024,Jill Thompson
5432,1563897563,Warren Ellis
5432,1563897563,Bryan Hitch
5432,1563897563,Mark Millar
5432,1563897563,Frank Quitely
5433,1564147916,Galina Krasskova
5434,1564775003,Mimi Dietrich
5435,1564780619,John Barth
5436,1564781313,Aldous Huxley
5437,1564781402,Raymond Queneau
5437,1564781402,Barbara Wright
5437,1564781402,Vivian Kogan
5438,1564782999,Boris Vian
5439,1564783952,John O'Brien
5439,1564783952,David Foster Wallace
5440,1565041917,Michael Moorcock
5440,1565041917,Tom Canty
5441,1565044045,Phil Brucato
5441,1565044045,Aaron Rosenberg
5442,1565047087,Mark Hunter
5442,1565047087,Nancy Schultz-Yetter
5442,1565047087,Steve Kenson
5442,1565047087,Ian Lemke
5442,1565047087,Nicky Rea
5443,1565078322,Stormie Omartian
5444,1565121821,Lewis Nordan
5445,1565124502,Bob Tarte
5446,1565124820,Mark Bailey
5447,1565125606,Sara Gruen
5448,1565482018,Saint Augustine (of Hippo)
5449,1565482344,Saint Augustine
5450,1565840089,James W. Loewen
5451,1565840399,Haruko Taya Cook
5451,1565840399,Theodore F. Cook
5452,156584100X,James W. Loewen
5453,1565842219,Marguerite Duras
5454,1565844750,Noam Chomsky
5454,1565844750,Mitsou Ronat
5455,1565845617,Eric J. Hobsbawm
5455,1565845617,Chris Wrigley
5456,1565846710,Eric J. Hobsbawm
5456,1565846710,Antonio Polito
5457,1565847040,Richard H. Minear
5457,1565847040,Dr. Seuss
5458,1565848268,Howard Zinn
5458,1565848268,Kathy Emery
5458,1565848268,Ellen Reeves
5459,1565849426,Michael Parenti
5460,1565849655,Eric J. Hobsbawm
5461,1566630185,Aldous Huxley
5462,1566631327,Allan Janik
5462,1566631327,Stephen Toulmin
5463,156663394X,Aldous Huxley
5464,1566915902,Scott Leonard
5464,1566915902,Megan McMorris
5465,1566917662,Jamie Jensen
5466,1566993237,Diana Butler Bass
5466,1566993237,Joseph Stewart-Sicking
5467,1567430287,Henry L. Gates
5468,1567921574,Georges Perec
5468,1567921574,David Bellos
5469,1567921582,Georges Perec
5470,1567921892,Susan Hill
5471,1567922694,Herman Melville
5472,1567923224,Russell Hoban
5472,1567923224,Quentin Blake
5473,1567923232,Russell Hoban
5474,1567996035,Jacqueline Carey
5475,1568363567,Ryotaro Shiba
5476,1568821174,Stephen Mark Rainey
5477,1568821409,Sam Johnson
5478,1568821441,Keith Herber
5479,1568821484,Sandy Petersen
5479,1568821484,Lynn Willis
5480,1568821743,Sandy Petersen
5481,1568821808,Jerry Jones
5481,1568821808,William Jones
5482,1568821867,Lynn Willis
5482,1568821867,Adam Gauntlett
5483,1568821875,Cody Goodfellow
5484,1568984952,John Baldessari
5484,1568984952,Paul Auster
5485,1569246661,Albert Camus
5485,1569246661,Philip Malcolm Waller Thody
5485,1569246661,Justin O'Brien
5486,1569246815,Ray Oldenburg
5487,1569319499,CLAMP
5488,1569471037,Janwillem Van de Wetering
5489,156947124X,Janwillem Van de Wetering
5490,1569473331,Stan Jones
5491,1569473641,Cara Black
5492,1569550344,"Saint Augustine, Bishop of Hippo"
5492,1569550344,Thomas Paul Thigpen
5493,1569708843,Satoru Kannagi
5494,1569708851,Satoru Kannagi
5495,1569709076,Hinako Takanaga
5495,1569709076,Sachiko Sato
5496,1569709084,Eiki Eiki
5496,1569709084,Yukine Honami
5497,1569709807,Satoru Kannagi
5497,1569709807,Hotaru Odagiri
5498,1569714886,Masamune Shirow
5498,1569714886,Dana Lewis
5498,1569714886,Frederik L. Schodt
5498,1569714886,Toren Smith
5498,1569714886,Tom Orzechowski
5499,1569715149,Timothy Truman
5499,1569715149,Tom Raney
5500,1569719365,Neil Gaiman
5500,1569719365,Michael Zulli
5500,1569719365,Todd Klein
5501,1569719608,Will Eisner
5502,1569719624,Haden Blackman
5502,1569719624,John Ostrander
5502,1569719624,Scott Allie
5502,1569719624, Jan Duursema
5502,1569719624, Stephen Thompson
5502,1569719624, Tomas Giorello
5502,1569719624, Dan Parsons
5502,1569719624, Ray Krissing
5503,1569755663,Gabrielle Euvino
5504,1570031460,Francis Scott Fitzgerald
5504,1570031460,Judith Baughman
5505,1570614598,Lynda Barry
5506,1570623953,Lao-tzu
5506,1570623953,Ursula K. Le Guin
5506,1570623953,Jerome P. Seaton
5507,1570625190,Fritjof Capra
5508,1570671044,Ina May Gaskin
5509,1570715831,Victor Skrebneski
5509,1570715831,Richard Christiansen
5510,1570754365,Mariia
5511,1572244259,Steven C. Hayes
5511,1572244259,Spencer Xavier Smith
5512,1572307021,James Brian Stiff
5512,1572307021,Paul A. Mongeau
5513,1572308680,Robert F. Stock
5513,1572308680,Robert Stock
5514,1573221112,Dalai Lama XIV Bstan-ʼdzin-rgya-mtsho
5514,1573221112,Howard C. Cutler
5515,1573223565,Nick Hornby
5516,1573225053,Jack Kerouac
5517,1573225789,James McBride
5518,1573226327,Kathleen A. Brehony
5519,1573226882,Nick Hornby
5520,1573227161,Danzy Senna
5521,1573228214,Nick Hornby
5522,1573228710,Ram Dass
5523,1573229628,Elizabeth Wurtzel
5524,1573229865,Iain Pears
5525,1573440795,Staci Haines
5526,1573442216,Tristan Taormino
5527,1573456632,Orson Scott Card
5528,1574231006,Andrei Codrescu
5528,1574231006,Laura Rosenthal
5529,1574671324,Thomas Robert May
5530,1574881728,Bard E. O'Neill
5531,1574889230,Jonathan B. Parshall
5531,1574889230,Anthony P. Tully
5532,1575667215,Joanne Fluke
5533,1575667649,David Thomas Lord
5534,1576753514,Henry Mintzberg
5535,1576839508,Melody Carlson
5536,1576839540,Foster Cline
5536,1576839540,Jim Fay
5537,1577312090,Joseph Campbell
5538,1577314034,Joseph Campbell
5539,1577660099,Mircea Eliade
5540,1577780728,DC Talk (Musical group)
5541,1577782089,DC Talk
5542,1578067049,Don DeLillo
5543,1578067596,Tim Burton
5544,1578068010,Grif Stockley
5545,1578562589,Joanna Weaver
5546,1578569052,David Gregory
5547,1578569540,Linda Hall
5548,157912058X,Alan Aldridge
5548,157912058X,Beatles
5549,1579124585,Tom Wolfe
5550,1579126219,William Shakespeare
5551,1579126235,Agatha Christie
5552,1579126243,Agatha Christie
5553,1579126251,Agatha Christie
5554,157912626X,Agatha Christie
5555,1579126278,Agatha Christie
5556,1579126286,Agatha Christie
5557,1579126294,Agatha Christie
5558,1579126898,Agatha Christie
5559,1579126952,Agatha Christie
5560,1579546463,Arthur Agatston
5561,1579905080,Marthe Le Van
5562,1579907156,Terry Taylor
5563,1580012515,International Code Council
5564,1580012590,International Code Council
5565,158005188X,Patricia Justine Tumang
5565,158005188X,Jenesha de Rivera
5566,1580070914,Yefim Gordon
5566,1580070914,Peter Davison
5567,1580086810,Peter Menzel
5567,1580086810,Faith D'Aluisio
5568,1580174043,Ken Haedrich
5569,1580175201,Annie Proulx
5569,1580175201,Lew Nichols
5570,1580420818,Doyle Brunson
5571,1580495796,Charles Dickens
5572,1580495869,Stephen Crane
5573,1580624596,Sun-tzu
5573,1580624596,Gerald A. Michaelson
5574,1580628362,Jodee Blanco
5575,1580631606,Stanley Wiater
5575,1580631606,Christopher Golden
5575,1580631606,Hank Wagner
5576,1580931774,Robert A. M. Stern
5576,1580931774,David Fishman
5576,1580931774,Jacob Tilove
5577,1580931863,Toshio Nakamura
5578,1581342470,John Piper
5579,158134449X,Mike Mason
5580,1581345267,Frank E. Peretti
5581,1581345275,Frank E. Peretti
5582,1581345283,Frank E. Peretti
5583,1581346085,John Piper
5584,1581346522,John Piper
5585,1581348096,John Piper
5585,1581348096,Justin Taylor
5586,1581348134,John Piper
5587,1581348762,John Piper
5588,1581807597,Harry Hamernik
5589,1581807740,Heidi Boyd
5590,1581821360,Marie Rudisill
5590,1581821360,James Coleman Simmons
5591,1582293082,Tim Downs
5592,1582294011,Tim Downs
5593,1582343497,Ben Schott
5594,1582344728,Javier Cercas
5594,1582344728,Anne McLean
5595,1582346100,Alan Hollinghurst
5596,1582346178,Stephen Clarke
5597,1582404879,Robert Kirkman
5597,1582404879,Charlie Adlard
5597,1582404879,Cliff Rathburn
5598,158240612X,Robert Kirkman
5598,158240612X,Charlie Adlard
5598,158240612X,Cliff Rathburn
5599,1582406936,Warren Ellis
5599,1582406936,Ben Templesmith
5600,1582433224,Miriam Toews
5601,1582433410,John Worthen
5602,1582433453,Debra K. Marquart
5603,158297294X,James Scott Bell
5604,1583224718,Kate Braverman
5605,1583224890,Noam Chomsky
5605,1583224890,Institute Professor & Professor of Linguistics (Emeritus) Noam Chomsky
5606,1583332057,Jessica Porter
5607,1583421548,Marcus Romer
5607,1583421548,S. E. Hinton
5608,1584281340,Jeff Smith
5609,1584794941,Sophie Braimbridge
5609,1584794941,Erica Jankovich
5610,1584850450,Laurie Halse Anderson
5611,1584850558,Laurie Halse Anderson
5612,1585004286,Jaroslav Hašek
5612,1585004286,"Zdeněk ""Zenny"" K. Sadlon"
5613,1585004847,Mary Pacios
5614,1585100374,Sophocles
5615,1585100870,Aristophanes
5615,1585100870,Jeffrey Henderson
5616,1585360724,Margot Theis Raven
5616,1585360724,Jeannie Brett
5617,1585361615,Pamela Duncan Edwards
5617,1585361615,Troy Howell
5618,1585420824,Jeremy Rifkin
5619,1585421774,Alan C. Weisbecker
5620,1585424331,Napoleon Hill
5620,1585424331,Arthur R. Pell
5621,1585424994,Erica Jong
5622,1585425001,Erica Jong
5623,1585425249,Erica Jong
5624,1585670987,Peter Blegvad
5625,1585672173,Robert Irwin
5626,1585672327,Pelham Grenville Wodehouse
5627,1585672750,Pelham Grenville Wodehouse
5628,1585672793,William L. Shirer
5628,1585672793,John Keegan
5629,1585675172,Dow Mossman
5630,158567575X,P.G. Wodehouse
5631,1585676578,P. G. Wodehouse
5632,1585677108,Michael Barber
5633,1585677280,R. Scott Bakker
5634,1585678767,Susan Hill
5635,1586170260,Joseph Pearce
5636,1586631985,Bruce Catton
5637,1586633570,Mary Shelley
5638,1586633791,Ken Kesey
5639,158663822X,Aristotle
5640,1586638491,William Shakespeare
5641,158663853X,William Shakespeare
5642,1586853333,Bart King
5643,158685772X,Crissy Trask
5644,1587150794,Lord Dunsany
5644,1587150794,Lin Carter
5644,1587150794,John Betancourt
5645,1587150883,William Morris
5645,1587150883,Lin Carter
5646,1587155877,Lawrence Watt-Evans
5647,1587172488,Marianna Mayer
5647,1587172488,Sir Walter Scott
5648,1587420244,William Morris
5648,1587420244,Michale W. Perry
5649,1587610914,L. John Mason
5650,1587612216,Elizabeth Davis
5651,1587670895,Douglas Clegg
5652,1587680262,Colin Duriez
5653,1588990842,Junji Ito
5654,1588993000,Sakurako Gokurakuin
5655,1589802438,Terry Breverton
5656,1589802543,Steven L. Layne
5657,1589880021,Leon Sciaky
5658,1589943074,Howard Phillips Lovecraft
5658,1589943074,Jeremy McHugh
5659,1589971280,Lisa Whelchel
5660,1590170164,Girolamo Cardano
5660,1590170164,Jean Stoner
5661,1590170318,Raymond Queneau
5661,1590170318,Barbara Wright
5662,1590170709,Edward Lewis Wallant
5663,1590170784,Henry James
5664,1590171039,T. H. White
5664,1590171039,Fritz Eichenberg
5665,1590171101,Jessica Mitford
5666,1590171241,Rumer Godden
5667,1590171497,Georges Simenon
5667,1590171497,Marc Romano
5667,1590171497,Douglas Thin
5668,1590171624,Henry James
5668,1590171624,Colm Tóibín
5669,1590171705,Charles Simic
5669,1590171705,Joseph Cornell
5670,1590171942,Georges Simenon
5671,1590172183,Alistair Horne
5672,1590175867,Fritz Percy Reck-Malleczewen
5672,1590175867,Friedrich Reck
5672,1590175867,Paul Rubens
5672,1590175867,Richard J. Evans
5673,1590300068,Ursula K. Le Guin
5674,1590300106,Daniel Goleman
5675,1590300734,Khenpo Ngawang Pelzang
5675,1590300734,Ṅag-dbaṅ-dpal-bzaṅ (Mkhan-po)
5676,1590301080,Ryōkan
5676,1590301080,John Stevens
5677,1590301870,Sharon Salzberg
5677,1590301870,Jon Kabat-Zinn
5678,1590301943,Kate Horsley
5679,1590302087,Cheri Huber
5680,1590302257,Sun-Tzu
5680,1590302257,Sunzi
5681,1590303164,Natalie Goldberg
5682,1590385810,Brandon Mull
5683,159052201X,Bruce Wilkinson
5684,1590525086,Randy Alcorn
5685,1590525930,Randy Alcorn
5686,1590526856,John Piper
5686,1590526856,Desiring God
5687,1590526864,Jill Elizabeth Nelson
5688,1590526872,Jill Elizabeth Nelson
5689,1590528603,Ravi Zacharias
5690,1590583426,Mary Anna Evans
5691,1590592166,Scott Zimmerman
5692,1590593898,Avram Joel Spolsky
5693,1590596242,Christopher Duncan
5694,1591146917,Elmer Belmont Potter
5695,1591162025,Rumiko Takahashi
5696,1591391679,George Stalk
5696,1591391679,Robert Lachenauer
5696,1591391679,John Butman
5697,1591583667,Charles P. Rubenstein
5698,1591821576,Kara Lim
5698,1591821576,Lee Yun Hee
5699,1591829534,Haruko Iida
5700,1592000673,Michael Wareham Dean
5701,1592220045,George R. R. Martin
5702,1592241875,Oscar Wilde
5703,1592283195,Christopher Caswell
5704,1592289800,Jay Kopelman
5704,1592289800,Melinda Roth
5705,1592402690,Geoff Emerick
5705,1592402690,Howard Massey
5706,1592441122,Emil Brunner
5706,1592441122,Karl Barth
5707,1592572227,Brandon Toropov
5707,1592572227,Luke Buckles
5708,1592851614,Bill P.
5708,1592851614,Todd W.
5708,1592851614,Sara S.
5709,1593070691,Craig Thompson
5710,1593072597,Kohta Hirano
5711,1593074662,Various
5712,1593074824,John Ostrander
5712,1593074824,Jan Duursema
5712,1593074824,Dan Parsons
5712,1593074824, Brad Anderson
5712,1593074824, Tom√É¬•s Giorello
5713,1593075294,Hiroki Endo
5714,159307543X,Akira Yoshida
5714,159307543X,Paul Lee
5714,159307543X,Robert Ervin Howard
5714,159307543X,Pat Lee
5715,1593075537,John Ostrander
5715,1593075537,Welles Hartley
5715,1593075537,Jan Duursema
5715,1593075537, Doug Wheatley
5715,1593075537, Dan Parsons
5715,1593075537, Brad Anderson
5715,1593075537, Chris Chuckry
5715,1593075537, Tomas Giorello
5716,1593076126,Junji Itō
5717,1593076193,Various
5718,1593076274,Thomas Andrews
5718,1593076274,Scott Allie
5718,1593076274,Adriana Melo
5718,1593076274, Michael LaCombe
5718,1593076274, Joe Corroney
5719,1593076401,John Jackson Miller
5719,1593076401,Brian Ching
5719,1593076401,Travel Foreman
5719,1593076401, Travis Charest
5720,1593076673,Neil Gaiman
5720,1593076673,Michael Zulli
5721,1593077092,Welles Hartley
5721,1593077092,Davide Fabbri
5721,1593077092,Christian DallaVecchia
5721,1593077092, David Michael Beck
5722,159307736X,Matt Wagner
5722,159307736X,Rich Rankin
5723,1593080034,Anton Pavlovich Chekhov
5724,1593080115,Daniel Defoe
5725,1593080182,Herman Melville
5726,1593080239,George Eliot
5726,1593080239,Megan McDaniel
5727,1593080360,Sinclair Lewis
5728,1593080387,Harriet Beecher Stowe
5729,1593080492,Jane Austen
5730,1593080549,Robert Louis Stevenson
5731,1593080646,Edgar Allan Poe
5732,1593080697,graf Leo Tolstoy
5733,1593081251,Jane Austen
5734,1593081537,Edith Wharton
5735,159308269X,Plato
5736,1593082908,George Eliot
5737,1593083777,Marcel Proust
5737,1593083777,Elizabeth Dalton
5738,1593600259,D. R. Lloyd
5739,1593761228,Nicholas Christopher
5740,1593851170,Anthony D. Pellegrini
5740,1593851170,Peter K. Smith
5741,1593854463,Janette K. Klingner
5741,1593854463,Sharon Vaughn
5741,1593854463,Alison Boardman
5742,1594130078,John Ronald Reuel Tolkien
5743,1594160007,B. K. Beckwith
5744,1594201005,Niall Ferguson
5745,1594481520,George Saunders
5746,1594481571,Anne Lamott
5747,159448175X,Iain Pears
5748,1594481776,Khaled Hosseini
5749,1594481938,Nick Hornby
5750,1594481946,Steven Johnson
5751,1594489254,Steven Johnson
5752,1594489424,Anne Lamott
5753,1594731403,Stuart M. Matlins
5753,1594731403,Arthur J. Magida
5754,1594862958,Bill Maher
5755,1594865671,Al Gore
5756,1595140328,Scott Westerfeld
5757,1595322329,Kaoru Ohashi
5757,1595322329,Kei Kusunoki
5758,1595324844,Clamp
5759,1595329145,Minetaro Mochizuki
5760,1595540458,Frank E. Peretti
5761,1595542329,Karen Kingsbury
5762,1595690360,Oscar Wilde
5763,1595690557,Émile Zola
5763,1595690557,Ernest Alfred Vizetelly
5764,1595820124,Hideyuki Kikuchi
5764,1595820124,Yoshitaka Amano
5764,1595820124,Kevin Leahy
5765,1595820310,Hideyuki Kikuchi
5765,1595820310,Yoshitaka Amano
5765,1595820310,Kevin Leahy
5766,1595820612,Yoshitaka Amano
5766,1595820612,Robert Simpson
5767,1595820639,Yoshitaka Amano
5768,159582071X,Kei Ōishi
5768,159582071X,Joe Swift
5769,1595820930,Hideyuki Kikuchi
5769,1595820930,Yoshitaka Amano
5769,1595820930,Kevin Leahy
5770,1595820949,Hideyuki Kikuchi
5770,1595820949,Yoshitaka Amano
5770,1595820949,Kevin Leahy
5771,1595821066,Hideyuki Kikuchi
5771,1595821066,Yoshitaka Amano
5772,1595821074,Hideyuki Kikuchi
5772,1595821074,Yoshitaka Amano
5773,1596060247,Connie Willis
5774,1596321288,Angela Knight
5774,1596321288,Sheri Gilmore
5774,1596321288,Morgan Hawke
5775,1596432942,Amy Goldman Koss
5776,1596670231,Heidi Hayes Jacobs
5777,159679237X,Charles Dickens
5778,1596792507,Arthur Conan Doyle
5778,1596792507,Malvina G. Vogel
5779,1596870419,Harlan Ellison
5779,1596870419,Isaac Asimov
5780,1596871326,John Gregory Betancourt
5781,1597221104,MaryJanice Davidson
5782,1597221287,MaryJanice Davidson
5783,1597800449,Iain M. Banks
5784,1597818704,Richard D. Nelson
5785,1598160109,Yuki Shimizu
5786,1598160117,Yuki Shimizu
5787,1598160141,Yuki Shimizu
5788,1598161997,Yayoi Ogawa
5789,1598163205,Satosumi Takaguchi
5790,1598163329,Saki Okuse
5790,1598163329,Aki Shimizu
5791,1598165763,Morioka Hiroyuki
5792,1598165771,Morioka Hiroyuki
5793,1598169467,Fuyumi Ono
5793,1598169467,Akihiro Yamada
5793,1598169467,Alexander O. Smith
5794,159990005X,Dale Peck
5795,1599982935,Shelley Bradley
5796,1600100295,Chris Ryall
5797,1600430015,L. A. Banks
5797,1600430015,J. M. Jeffries
5797,1600430015,Seressia Glass
5797,1600430015,Natalie Dunbar
5798,1600961509,Edgar Rice Burroughs
5799,1740591208,Conner Gorry
5799,1740591208,David Stanley
5800,1740596463,Paul Smitz
5801,1740597400,Paul Smitz
5801,1740597400,Carolyn Bain
5801,1740597400,Sandra Bao
5801,1740597400,Susannah Farfor
5802,174059746X,Brendan Sainsbury
5803,1740597621,Damien Simonis
5803,1740597621,Sarah Johnstone
5803,1740597621,Nicola Williams
5804,1740597710,Anthony Ham
5804,1740597710,James Bainbridge
5805,174059908X,Andrew Bender
5806,1740599241,Chris Rowthorn
5807,1741040914,Martin Hughes
5807,1741040914,Sarah Johnstone
5807,1741040914,Tom Masters
5808,174104295X,Danny Palmerlee
5808,174104295X,Michael Grosberg
5808,174104295X,Carolyn McCarthy
5809,1741044766,Tom Masters
5810,1741045916,Sarah Johnstone
5811,1741140374,Jodi Picoult
5812,1741142393,Jodi Picoult
5813,1840220554,Jane Austen
5814,1840224533,Leo Tolstoy
5815,184023380X,Ian Edginton
5815,184023380X,Paco Medina
5815,184023380X,Adrian Sibar
5816,1840237872,Harvey Pekar
5816,1840237872,Robert Crumb
5817,1840239247,Warren Ellis
5817,1840239247,Chris Weston
5817,1840239247,Laura DePuy
5818,184046027X,Betty Jay
5819,184046268X,Carl Plasa
